title,url
Corona virüsü Çin’deki laboratuvardan çıktı iddiası kuvvetleniyor: Çarpıcı istihbarat ortaya çıktı,https://www.sozcu.com.tr/2021/dunya/corona-virusu-cindeki-laboratuvardan-cikti-iddiasi-kuvvetleniyor-carpici-istihbarat-ortaya-cikti-6447357/?utm_source=ilgili_haber&utm_medium=free&utm_campaign=ilgilihaber
Corona aşısında yan etki pozitif işaret: Bağışıklık sisteminin çalıştığını gösteriyor,https://www.sozcu.com.tr/2021/saglik/corona-asisinda-yan-etki-pozitif-isaret-bagisiklik-sisteminin-calistigini-gosteriyor-6262295/?utm_source=ilgili_haber&utm_medium=free&utm_campaign=ilgilihaber
İngiltere pazartesine kadar Kovid-19'da sürü bağışıklığı eşiğini geçecek,https://www.aa.com.tr/tr/koronavirus/ingiltere-pazartesine-kadar-kovid-19da-suru-bagisikligi-esigini-gececek/2202530?_escaped_fragment_=
Avrupa'da yeni korona kısıtlamaları,https://www.dw.com/tr/avrupada-yeni-korona-k%C4%B1s%C4%B1tlamalar%C4%B1/a-55431774
Koca'dan İstanbul uyarısı: Durum kontrolden çıkabilir,https://www.dw.com/tr/kocadan-istanbul-uyar%C4%B1s%C4%B1-durum-kontrolden-%C3%A7%C4%B1kabilir/a-55428152
ABD'de son 24 saatte Kovid-19 nedeniyle 218 kişi hayatını kaybetti,https://www.aa.com.tr/tr/dunya/abdde-son-24-saatte-kovid-19-nedeniyle-218-kisi-hayatini-kaybetti/2328359
"Virüsü gençler bulaştırıyor, yaşlılar ölüyor",https://www.dw.com/tr/vir%C3%BCs%C3%BC-gen%C3%A7ler-bula%C5%9Ft%C4%B1r%C4%B1yor-ya%C5%9Fl%C4%B1lar-%C3%B6l%C3%BCyor/a-55413423
Malezya'da aşı yaptıranlar için bazı Kovid-19 yasakları hafifletildi,https://www.aa.com.tr/tr/dunya/malezyada-asi-yaptiranlar-icin-bazi-kovid-19-yasaklari-hafifletildi/2328339
Afrika'da Kovid-19'dan ölenlerin sayısı 177 bin 81'e çıktı,https://www.aa.com.tr/tr/dunya/afrikada-kovid-19dan-olenlerin-sayisi-177-bin-81e-cikti/2328313
Korona yalnızlığına robot çözümü,https://www.dw.com/tr/korona-yaln%C4%B1zl%C4%B1%C4%9F%C4%B1na-robot-%C3%A7%C3%B6z%C3%BCm%C3%BC/a-55406484
İran'da son 24 saatte Kovid-19'dan 542 kişi hayatını kaybetti,https://www.aa.com.tr/tr/dunya/iranda-son-24-saatte-kovid-19dan-542-kisi-hayatini-kaybetti/2328238
Esrardan ineğe hükümetlerin aşı hediyeleri,https://www.dw.com/tr/esrardan-ine%C4%9Fe-h%C3%BCk%C3%BCmetlerin-a%C5%9F%C4%B1-hediyeleri/a-58780781
İsrail'de Kovid-19 vakalarındaki artış nedeniyle yeni kısıtlamalar getirildi,https://www.aa.com.tr/tr/dunya/israilde-kovid-19-vakalarindaki-artis-nedeniyle-yeni-kisitlamalar-getirildi/2328196
Yoğun bakımda kritik eşiği atlatan Kovid-19 hastaları aşı olmamanın pişmanlığını yaşıyor,https://www.aa.com.tr/tr/gundem/yogun-bakimda-kritik-esigi-atlatan-kovid-19-hastalari-asi-olmamanin-pismanligini-yasiyor-/2328117
COVID-19 ve Aşılar - Yazı Dizileri,https://evrimagaci.org/yazi-dizisi/covid19-ve-asilar-50
"Tokyo Olimpiyat oyunları yayın akışı! 2020 Tokyo Olimpiyatları hangi kanalda, saat kaçta? 7 Ağustos 2021 Cumartesi",https://www.cnnturk.com/spor/tokyo-olimpiyat-oyunlari-yayin-akisi-2020-tokyo-olimpiyatlari-hangi-kanalda-saat-kacta-7-agustos-2021-cumartesi
Gençler aşıyı ihmal ediyor,https://www.cnnturk.com/video/saglik/gencler-asiyi-ihmal-ediyor
Sağlıkçılar için moral gecesi,https://www.cnnturk.com/video/saglik/saglikcilar-icin-moral-gecesi
İngiltere'de toplu etkinlikler başlayacak: Vatandaşlar denek olacak,https://www.trthaber.com/haber/dunya/ingilterede-toplu-etkinlikler-baslayacak-vatandaslar-denek-olacak-570181.html
Covid-19 aşılarının üçte birinden fazlası haziranda uygulandı,https://www.haberturk.com/covid-19-asilarinin-ucte-birinden-fazlasi-haziranda-uygulandi-3114943
18 yaş ve üstündekilerin aşılanmasına başlandı,https://www.haberturk.com/18-yas-ve-ustundekilerin-asilanmasina-baslandi-haberler-3114928
O ilçede de görüldü! 56 kişiye 'Delta' karantinası!,https://www.haberturk.com/delta-varyanti-son-dakika-o-ilcede-de-goruldu-56-kisiye-delta-karantinasi-3114876
ABD ONAYLADI! Wuhan'ın virüs dizileri ABD'deki veritabanından kaldırıldı! - Haberler,https://www.haberturk.com/abd-onayladi-wuhan-in-virus-dizileri-abd-deki-veritabanindan-kaldirildi-haberler-3114767
Son dakika... Koronavirüs salgınında yeni vaka sayısı 5 bin 630,https://www.haberturk.com/son-dakika-koronavirus-salgininda-yeni-vaka-sayisi-5-bin-630-3115412
Son dakika! 25 Haziran korona tablosu 2021 açıklandı! Bugün korona vaka sayısı kaç?,https://www.haberturk.com/son-dakika-25-haziran-korona-tablosu-2021-aciklandi-bugun-korona-vaka-sayisi-kac-3115465
Koronavirüs (Coronavirus) Nedir? Koronavirüs Belirtiler Nelerdir?,https://www.acibadem.com.tr/koronavirus/pcr-testi/
Koronavirüs (Coronavirus) Nedir? Koronavirüs Belirtiler Nelerdir?,https://www.acibadem.com.tr/koronavirus/koronavirus-corona-virusu-sik-sorulan-sorular/
'Dünyada pandemi nedeniyle 210 milyon çocuk okulsuz kaldı',https://www.haberturk.com/dunyada-pandemi-nedeniyle-210-milyon-cocuk-okulsuz-kaldi-haberler-3115385
Üçüncü doz corona virüsü aşısı ile ilgili dikkat çekici sonuç,https://www.sozcu.com.tr/2021/dunya/ucuncu-doz-corona-virusu-asisi-ile-ilgili-dikkat-cekici-sonuc-6438594/?utm_source=ilgili_haber&utm_medium=free&utm_campaign=ilgilihaber
"Biontech mi, Sinovac mı? Hangi aşı daha iyi, daha güvenli? Hangi aşı daha etkili? İşte uzman açıklamaları",https://www.haberturk.com/biontech-mi-sinovac-mi-hangi-asi-daha-iyi-daha-guvenli-hangi-asi-daha-etkili-iste-uzman-aciklamalari-3115310
Dünya genelinde 4 milyar 430 milyon dozdan fazla aşı yapıldı,https://www.trthaber.com/haber/dunya/dunya-genelinde-4-milyar-430-milyon-dozdan-fazla-asi-yapildi-600564.html
KABUS DEVAM EDİYOR! Son Dakika: Delta'dan sonra şimdi de lambda varyantı! - Haberler,https://www.haberturk.com/delta-dan-sonra-simdi-de-lambda-varyanti-latin-amerika-da-yayiliyor-haberler-3115335
Biontech aşısı yan etkisi nedir? Biontech aşısı yan etkileri kaç günde geçer? Biontech aşısı koruma oranı,https://www.haberturk.com/biontech-asisi-yan-etkisi-nedir-biontech-asisi-yan-etkileri-kac-gunde-gecer-biontech-asisi-koruma-orani-3115276
Coronanın sıfır noktası Wuhan’da maskesiz ve mesafesiz festival,https://www.sozcu.com.tr/2021/dunya/coronanin-sifir-noktasi-wuhanda-maskesiz-ve-mesafesiz-festival-6409487/?utm_source=ilgili_haber&utm_medium=free&utm_campaign=ilgilihaber
Almanya'daki vaka sayısında rekor artış,https://www.dw.com/tr/almanyadaki-vaka-say%C4%B1s%C4%B1nda-rekor-art%C4%B1%C5%9F/a-55430598
VLP aşısından güzel haber! SON DAKİKA: Tüm mutasyonlara karşı... Aşı haberleri,https://www.haberturk.com/vlp-asisindan-guzel-haber-tum-mutasyonlara-karsi-haberler-3115192
Covid-19 Sars ile ilgili içerikler,https://evrimagaci.org/etiket/covid19-sars-14855
Wuhan’daki DSÖ ekibi çalışmalarını tamamladı: Kaynağını bulamadık,https://www.sozcu.com.tr/2021/dunya/son-dakika-wuhandaki-dso-ekibi-calismalarini-tamamladi-kaynagini-bulamadik-6251192/?utm_source=ilgili_haber&utm_medium=free&utm_campaign=ilgilihaber
Bilim Kurulu Üyesi Prof. Dr. Yavuz: Çocuklar ve 20 yaş altı grupta düşük doz aşı gündeme gelebilir,https://www.haberturk.com/bilim-kurulu-uyesi-prof-dr-yavuz-cocuklar-ve-20-yas-alti-grupta-dusuk-doz-asi-gundeme-gelebilir-3115086
"Alman uzman: ""Herkesin 2021 sonuna kadar aşılanması mümkün değil""",https://www.dw.com/tr/alman-uzman-herkesin-2021-sonuna-kadar-a%C5%9F%C4%B1lanmas%C4%B1-m%C3%BCmk%C3%BCn-de%C4%9Fil/a-55430797
Dünya Sağlık Örgütü’nden Wuhan açıklaması,https://www.sozcu.com.tr/2021/dunya/dunya-saglik-orgutunden-wuhan-aciklamasi-6272626/?utm_source=ilgili_haber&utm_medium=free&utm_campaign=ilgilihaber
ABD'de son 24 saatte Kovid-19 nedeniyle 218 kişi hayatını kaybetti,https://www.aa.com.tr/tr/dunya/abdde-son-24-saatte-kovid-19-nedeniyle-218-kisi-hayatini-kaybetti/2328359?_escaped_fragment_=
Delta varyantına karşı işte en etkili silah,https://www.haberturk.com/delta-varyantina-karsi-iste-en-etkili-silah-haberler-3114960
Almanya'dan Türkiye geneline seyahat uyarısı,https://www.dw.com/tr/almanyadan-t%C3%BCrkiye-geneline-seyahat-uyar%C4%B1s%C4%B1/a-55424279
Avrupa ikinci kez 'kapanacak' mı?,https://www.dw.com/tr/avrupa-ikinci-kez-kapanacak-m%C4%B1/a-55397531
Malezya'da aşı yaptıranlar için bazı Kovid-19 yasakları hafifletildi,https://www.aa.com.tr/tr/dunya/malezyada-asi-yaptiranlar-icin-bazi-kovid-19-yasaklari-hafifletildi/2328339?_escaped_fragment_=
Korona Avrupa’da hız kesmiyor,https://www.dw.com/tr/korona-avrupada-h%C4%B1z-kesmiyor/a-55352740
Moderna’nın corona aşısında bir yan etki daha,https://www.sozcu.com.tr/2021/dunya/modernanin-corona-asisinda-bir-yan-etki-daha-6244471/?utm_source=ilgili_haber&utm_medium=free&utm_campaign=ilgilihaber
Dr. Fauci hamilelerde aşı sonucunu açıkladı: 20 bin kadında yan etki görülmedi,https://www.sozcu.com.tr/2021/saglik/dr-fauci-hamilelerde-asi-sonucunu-acikladi-20-bin-kadinda-yan-etki-gorulmedi-6254099/?utm_source=ilgili_haber&utm_medium=free&utm_campaign=ilgilihaber
Dünya genelinde 4 milyar 430 milyon dozdan fazla Kovid-19 aşısı yapıldı,https://www.aa.com.tr/tr/dunya/dunya-genelinde-4-milyar-430-milyon-dozdan-fazla-kovid-19-asisi-yapildi/2328206
"""Aşı için yasak değil, özendirici kısıtlamalara gidilmeli""",https://www.dw.com/tr/a%C5%9F%C4%B1-i%C3%A7in-yasak-de%C4%9Fil-%C3%B6zendirici-k%C4%B1s%C4%B1tlamalara-gidilmeli/a-58698664
Moderna’nın aşısında yan etki ortaya çıktı: Dolgusu olana iltihaplanma yapıyor,https://www.sozcu.com.tr/2020/dunya/modernanin-asisinda-yan-etki-ortaya-cikti-dolgusu-olana-iltihaplanma-yapiyor-6182821/?utm_source=ilgili_haber&utm_medium=free&utm_campaign=ilgilihaber
Afrika'da Kovid-19'dan ölenlerin sayısı 177 bin 81'e çıktı,https://www.aa.com.tr/tr/dunya/afrikada-kovid-19dan-olenlerin-sayisi-177-bin-81e-cikti/2328313?_escaped_fragment_=
Doktorlarda aşı karşıtlığı: Tıbba ihanet mi?,https://www.dw.com/tr/doktorlarda-a%C5%9F%C4%B1-kar%C5%9F%C4%B1tl%C4%B1%C4%9F%C4%B1-t%C4%B1bba-ihanet-mi/a-58785384
Karantina psikolojik sorunları artırdı,https://www.dw.com/tr/karantina-psikolojik-sorunlar%C4%B1-art%C4%B1rd%C4%B1/a-55390198
İran'da son 24 saatte Kovid-19'dan 542 kişi hayatını kaybetti,https://www.aa.com.tr/tr/dunya/iranda-son-24-saatte-kovid-19dan-542-kisi-hayatini-kaybetti/2328238?_escaped_fragment_=
ABD ülkeye giriş için aşı şartı getirmeye hazırlanıyor,https://www.dw.com/tr/abd-%C3%BClkeye-giri%C5%9F-i%C3%A7in-a%C5%9F%C4%B1-%C5%9Fart%C4%B1-getirmeye-haz%C4%B1rlan%C4%B1yor/a-58765915
Vuhan'da 11 milyona korona testi yapılacak,https://www.dw.com/tr/vuhanda-11-milyona-korona-testi-yap%C4%B1lacak/a-58740166
İsrail'de Kovid-19 vakalarındaki artış nedeniyle yeni kısıtlamalar getirildi,https://www.aa.com.tr/tr/dunya/israilde-kovid-19-vakalarindaki-artis-nedeniyle-yeni-kisitlamalar-getirildi/2328196?_escaped_fragment_=
"Uzmanlardan ""koronavirüs yalnızlığı"" uyarısı",https://www.dw.com/tr/uzmanlardan-koronavir%C3%BCs-yaln%C4%B1zl%C4%B1%C4%9F%C4%B1-uyar%C4%B1s%C4%B1/a-52852046
Covid-19: Kolay yenilmeyen düşman,https://www.dw.com/tr/covid-19-kolay-yenilmeyen-d%C3%BC%C5%9Fman/a-55403208
Arama,https://www.aa.com.tr/tr/search/?s=a%C5%9F%C4%B1%20sertifikas%C4%B1&tag=1
Yoğun bakımda kritik eşiği atlatan Kovid-19 hastaları aşı olmamanın pişmanlığını yaşıyor,https://www.aa.com.tr/tr/gundem/yogun-bakimda-kritik-esigi-atlatan-kovid-19-hastalari-asi-olmamanin-pismanligini-yasiyor-/2328117?_escaped_fragment_=
Japonya korona ile mücadelede zorlanıyor,https://www.dw.com/tr/japonya-korona-ile-m%C3%BCcadelede-zorlan%C4%B1yor/a-56407282
DSÖ Genel Direktörü: Üçüncü dozu erteleyin,https://www.dw.com/tr/ds%C3%B6-genel-direkt%C3%B6r%C3%BC-%C3%BC%C3%A7%C3%BCnc%C3%BC-dozu-erteleyin/a-58761513
Almanya’da çocuklara aşı konusu siyaset ile uzmanları böldü,https://www.dw.com/tr/almanyada-%C3%A7ocuklara-a%C5%9F%C4%B1-konusu-siyaset-ile-uzmanlar%C4%B1-b%C3%B6ld%C3%BC/a-58729104
Düşmanla Burun Buruna: Mikroskop Altında Tüm Detaylarıyla SARS-CoV-2 (COVID-19 Virüsü),https://evrimagaci.org/dusmanla-burun-buruna-mikroskop-altinda-tum-detaylariyla-sarscov2-covid19-virusu-8598
İsrail'de üçüncü doz aşılama başladı,https://www.dw.com/tr/israilde-%C3%BC%C3%A7%C3%BCnc%C3%BC-doz-a%C5%9F%C4%B1lama-ba%C5%9Flad%C4%B1/a-58721206
"Sabun; Koronavirüs Gibi Virüsleri, Bakterileri ve Diğer Mikropları Yok Etmekte Neden Bu Kadar Etkili?",https://evrimagaci.org/sabun-koronavirus-gibi-virusleri-bakterileri-ve-diger-mikroplari-yok-etmekte-neden-bu-kadar-etkili-8327
Zooantroponoz: İnsanlardan Hayvanlara Bulaşan Hastalıklar!,https://evrimagaci.org/zooantroponoz-insanlardan-hayvanlara-bulasan-hastaliklar-8085
Koronavirüs: Pangolinlerin İntikamı Olabilir mi?,https://evrimagaci.org/koronavirus-pangolinlerin-intikami-olabilir-mi-8328
Sars-cov-2 virüsü ne büyüklüktedir? Fiziksel özellikleri nelerdir?,https://evrimagaci.org/soru/sarscov2-virusu-ne-buyukluktedir-fiziksel-ozellikleri-nelerdir-17865#14893
Sars-cov-2 nasıl evrimleşti? İnsanlara ilk olarak nasıl bulaştı?,https://evrimagaci.org/soru/sarscov2-nasil-evrimlesti-insanlara-ilk-olarak-nasil-bulasti-17868#14898
Mutasyonlar ve evrim aşıyı etkisiz kılabilir mi?,https://evrimagaci.org/soru/mutasyonlar-ve-evrim-asiyi-etkisiz-kilabilir-mi-17831#14861
Aşı olan kişiler de delta varyantından endişe etmeli mi?,https://evrimagaci.org/soru/asi-olan-kisiler-de-delta-varyantindan-endise-etmeli-mi-17474#15177
Bir Hastalığın Temel Bulaşıcılık ve Üreme Katsayısı (R0 Değeri) Nedir? Nasıl Hesaplanır?,https://evrimagaci.org/bir-hastaligin-temel-bulasicilik-ve-ureme-katsayisi-r0-degeri-nedir-nasil-hesaplanir-8377
Sars-cov-2 ne kadar bulaşıcı?,https://evrimagaci.org/soru/sarscov2-ne-kadar-bulasici-4615#3733
"Kendi Kendine Karantina: Koronavirüs (COVID-19) Testiniz Pozitif Olup, Eve Gönderilirseniz, Kendinizi Sevdiklerinizden Nasıl İzole Etmelisiniz?",https://evrimagaci.org/kendi-kendine-karantina-koronavirus-covid19-testiniz-pozitif-olup-eve-gonderilirseniz-kendinizi-sevdiklerinizden-nasil-izole-etmelisiniz-8409
Yakın temas nedir? Covıd-19'ın bulaşabilmesi için gereken minimum temas mesafesi ve temas süresi nedir?,https://evrimagaci.org/soru/yakin-temas-nedir-covid19039in-bulasabilmesi-icin-gereken-minimum-temas-mesafesi-ve-temas-suresi-nedir-17964#14941
Asemptomatik covıd-19 vakalarının sıklığı ne? Asemptomatik hastalar virüsü ne zaman bulaştırabiliyor?,https://evrimagaci.org/soru/asemptomatik-covid19-vakalarinin-sikligi-ne-asemptomatik-hastalar-virusu-ne-zaman-bulastirabiliyor-4957#14902
Koronavirüs Cansız Yüzeylerde Kaç Gün Aktif Kalır?,https://evrimagaci.org/koronavirus-cansiz-yuzeylerde-kac-gun-aktif-kalir-8396
Koronavirüs yüzeylerde ne süreyle kalabilir? Kontamine olmuş yüzeylerden covıd-19 bulaşma riski var mı?,https://evrimagaci.org/soru/koronavirus-yuzeylerde-ne-sureyle-kalabilir-kontamine-olmus-yuzeylerden-covid19-bulasma-riski-var-mi-5631#14928
Enfeksiyon Dozu (ID50) ve Ölümcül Doz (LD50) Nedir? Hasta Olmak İçin Kaç Tane Virüs Bulaşmalı?,https://evrimagaci.org/enfeksiyon-dozu-id50-ve-olumcul-doz-ld50-nedir-hasta-olmak-icin-kac-tane-virus-bulasmali-8243?utm_source=evrimagaci&utm_medium=social&utm_campaign=as-twitter
Wuhan Koronavirüsünün Yayılmasından Yarasa Çorbası mı Sorumlu?,https://evrimagaci.org/wuhan-koronavirusunun-yayilmasindan-yarasa-corbasi-mi-sorumlu-8241
Koronavirüse yakalanıp hasta olmak için kaç tane virüs bulaşmalı?,https://evrimagaci.org/soru/koronaviruse-yakalanip-hasta-olmak-icin-kac-tane-virus-bulasmali-17925#14923
"Salgından, çin'deki yarasa çorbası gibi beslenme pratikleri ve ıslak pazarları mı sorumlu?",https://evrimagaci.org/soru/salgindan-cin039deki-yarasa-corbasi-gibi-beslenme-pratikleri-ve-islak-pazarlari-mi-sorumlu-5472#14925
COVID-19 Tanısında En Güvenli Yöntem: Kantitatif Revers-Transkriptaz Polimeraz Zincir Reaksiyonu (QRT-PCR),https://evrimagaci.org/covid19-tanisinda-en-guvenli-yontem-kantitatif-reverstranskriptaz-polimeraz-zincir-reaksiyonu-qrtpcr-8512
Evcil Hayvanlara Koronavirüs Bulaşır mı?,https://evrimagaci.org/evcil-hayvanlara-koronavirus-bulasir-mi-8319
Evcil hayvanlara koronavirüs bulaşır mı?,https://evrimagaci.org/soru/evcil-hayvanlara-koronavirus-bulasir-mi-17869#14900
"Salgın Ayrım Gözetir: COVID-19, İnsanlık Tarihinin En Asimetrik Salgını ve Donald Trump Vakası Bunu Net Bir Şekilde Gösteriyor!",https://evrimagaci.org/salgin-ayrim-gozetir-covid19-insanlik-tarihinin-en-asimetrik-salgini-ve-donald-trump-vakasi-bunu-net-bir-sekilde-gosteriyor-9410
Koronavirüsün belirtileri neler? Nelere dikkat etmek gerekir?,https://evrimagaci.org/soru/koronavirusun-belirtileri-neler-nelere-dikkat-etmek-gerekir-4618#3736
"k Sayısı: Göz Ardı Edilen COVID-19 Parametresi, Salgının Çözümü Olabilir!",https://evrimagaci.org/k-sayisi-goz-ardi-edilen-covid19-parametresi-salginin-cozumu-olabilir-9402
COVID-19 Hastalığına Yakalanan Her 1000 Kişiden 7'si Ölüyor!,https://evrimagaci.org/covid19-hastaligina-yakalanan-her-1000-kisiden-7si-oluyor-9028
COVID-19'a İkinci Defa Yakalanan İlk Hasta Tespit Edilmiş Olabilir!,https://evrimagaci.org/covid19a-ikinci-defa-yakalanan-ilk-hasta-tespit-edilmis-olabilir-9205
"Sars, mers ve covıd-19'un bulaşıcılık ve öldürücülük oranları arasındaki benzerlik ve farklar neler?",https://evrimagaci.org/soru/sars-mers-ve-covid19un-bulasicilik-ve-olduruculuk-oranlari-arasindaki-benzerlik-ve-farklar-neler-17842#14873
Erkekler covıd-19 salgınından daha şiddetli mi etkileniyor? Cinsiyetler arası fark var mı?,https://evrimagaci.org/soru/erkekler-covid19-salginindan-daha-siddetli-mi-etkileniyor-cinsiyetler-arasi-fark-var-mi-17896#14921
Covıd-19 yaşlı insanları neden daha fazla etkiliyor? Gençler de koronavirüsten etkileniyor mu?,https://evrimagaci.org/soru/covid19-yasli-insanlari-neden-daha-fazla-etkiliyor-gencler-de-koronavirusten-etkileniyor-mu-17952#14929
"Gebelik covıd-19'un seyrini nasıl değiştirmektedir? Koronavirüs, hamile kadınları ve bebeklerini nasıl etkiler?",https://evrimagaci.org/soru/gebelik-covid19un-seyrini-nasil-degistirmektedir-koronavirus-hamile-kadinlari-ve-bebeklerini-nasil-etkiler-17954#14931
"COVID-19: Daha Az Öldürücü, Daha Çok Bulaşıcı!",https://evrimagaci.org/covid19-daha-az-oldurucu-daha-cok-bulasici-8840
"Yeni koronavirüs, antibiyotiklerle tedavi edilebilir mi?",https://evrimagaci.org/soru/yeni-koronavirus-antibiyotiklerle-tedavi-edilebilir-mi-17926#14926
Sars-cov-2 virüsü ne kadar ölümcül?,https://evrimagaci.org/soru/sarscov2-virusu-ne-kadar-olumcul-4244#14897
Aşı Olduktan veya Vücudumuza Virüs Girdikten Sonra Neler Oluyor?,https://evrimagaci.org/asi-olduktan-veya-vucudumuza-virus-girdikten-sonra-neler-oluyor-10685
mRNA Nedir? Aşılarda mRNA Nasıl Kullanılır?,https://evrimagaci.org/mrna-nedir-asilarda-mrna-nasil-kullanilir-9555
Acil kullanım onayı ne demek? Covıd-19 aşılarının faz 3 deneyleri ne zaman tamamlanacak?,https://evrimagaci.org/soru/acil-kullanim-onayi-ne-demek-covid19-asilarinin-faz-3-deneyleri-ne-zaman-tamamlanacak-18046#14975
Mrna aşıları nasıl çalışıyor?,https://evrimagaci.org/soru/mrna-asilari-nasil-calisiyor-17785#14817
Bir aşının %95 etkili olması ne demek?,https://evrimagaci.org/soru/bir-asinin-95-etkili-olmasi-ne-demek-17787#14819
"Hayatta kalma şansı %99 olan bir insan, neden %95 etkili bir aşıyı yaptırsın?",https://evrimagaci.org/soru/hayatta-kalma-sansi-99-olan-bir-insan-neden-95-etkili-bir-asiyi-yaptirsin-17798#14835
Covıd-19 aşıları nasıl bu kadar hızlı üretildi?,https://evrimagaci.org/soru/covid19-asilari-nasil-bu-kadar-hizli-uretildi-17782#14815
Bir Aşının Normalden Hızlı Üretilmesi Riskli mi? Bugüne Kadar Üretilen En Hızlı Aşı Hangisi? COVID-19 Aşısının Güvenliği Nasıl Garanti Edilecek?,https://evrimagaci.org/bir-asinin-normalden-hizli-uretilmesi-riskli-mi-bugune-kadar-uretilen-en-hizli-asi-hangisi-covid19-asisinin-guvenligi-nasil-garanti-edilecek-9631
Koronavirüs aşılarının uzun vadeli yan etkileri neler olabilir?,https://evrimagaci.org/soru/koronavirus-asilarinin-uzun-vadeli-yan-etkileri-neler-olabilir-17477
2 doz sinovac aşısı sonrası 1 doz pfizer/biontech gibi mrna aşısı olmak faydalı mı?,https://evrimagaci.org/soru/2-doz-sinovac-asisi-sonrasi-1-doz-pfizerbiontech-gibi-mrna-asisi-olmak-faydali-mi-18407#15176
"Faz 3 deney sonuçları güvenilirse, aşı öncesinde neden sözleşme veya form imzalamamız gerekiyor?",https://evrimagaci.org/soru/faz-3-deney-sonuclari-guvenilirse-asi-oncesinde-neden-sozlesme-veya-form-imzalamamiz-gerekiyor-18045#14976
Covıd-19 aşısı pandemiyi bitirecek mi?,https://evrimagaci.org/soru/covid19-asisi-pandemiyi-bitirecek-mi-17835#14864
