docid,url
32,https://www.trthaber.com/haber/koronavirus/
33,https://www.aa.com.tr/tr/search/?s=DS%C3%96&tag=1
34,https://www.trthaber.com/haritalar/koronavirus-illere-gore-asi-haritasi/
35,https://www.trthaber.com/haritalar/koronavirus-illere-gore-haftalik-vaka/
36,https://www.aa.com.tr/tr/search/?s=koronavir%C3%BCs&tag=1
37,https://www.trthaber.com/koronavirus-verileri
38,https://www.aa.com.tr/tr/search/?s=Kovid-19&tag=1
39,https://www.trthaber.com/koronavirus-canli-harita
40,https://www.aa.com.tr/tr/gundem/bakan-koca-su-an-aktif-vakalarimizin-yaklasik-yuzde-87-si-asisi-tamamlanmamis-kisiler/2317068
41,https://www.trthaber.com/haber/koronavirus-rehberi/
42,https://www.aa.com.tr/tr/dunya/italyada-kovid-19dan-olenlerin-sayisi-128-bini-gecti/2317030
43,https://www.aa.com.tr/tr/dunya/pfizer-kovid-19-asisina-iliskin-2021-satis-tahminini-33-5-milyar-dolara-yukseltti/2317031
44,https://www.aa.com.tr/tr/dunya/ingiltere-kovid-19-asisinin-iki-dozunu-yaptiran-ab-ve-abd-vatandaslarina-karantinayi-kaldiriyor/2316936
45,https://www.aa.com.tr/tr/dunya/biontech-pfizer-3uncu-doz-asi-delta-varyantina-karsi-onemli-olcude-koruma-sagliyor/2316907
46,https://www.aa.com.tr/tr/dunya/italyada-kovid-19-kaynakli-olumlerin-yuzde-99unu-asilamasi-tamamlanmayanlar-olusturuyor/2316883
47,https://www.aa.com.tr/tr/dunya/kuzey-kore-lideri-kim-kovid-19un-yol-actigi-zorluklari-kore-savasinda-yasananlara-benzetti/2316821
48,https://www.aa.com.tr/tr/kategori-sayfasi-manset/koronavirus-hakkinda-bilinmesi-gerekenler/1761694
49,https://www.aa.com.tr/tr/kategori-sayfasi-manset/adan-zye-kovid-19-rehberi/1777116
50,https://www.aa.com.tr/tr/dunya/dunya-genelinde-3-milyar-970-milyon-dozdan-fazla-kovid-19-asisi-yapildi/2316740
51,https://www.aa.com.tr/tr/kategori-sayfasi-manset/koronavirus-yayilma-haritasi/1756685
52,https://www.trthaber.com/haber/saglik/
53,https://www.trthaber.com/etiket/koronavirus/
54,https://www.trthaber.com/haber/dunya/dsoden-cine-tepki-597243.html
55,https://www.trthaber.com/haber/dunya/dso-tokyoda-sifir-koronavirus-riski-mumkun-degil-596880.html
56,https://www.trthaber.com/haber/dunya/abdde-son-24-saatte-304-can-kaybi-598244.html
57,https://tr.wikipedia.org/wiki/%C3%96zel:SayfayaBa%C4%9Flant%C4%B1lar/COVID-19
58,https://tr.wikipedia.org/wiki/Tart%C4%B1%C5%9Fma:COVID-19
59,https://www.dw.com/tr/alman-virolog-mutasyonla-ilgili-iddialara-temkinli-yakla%C5%9F%C4%B1yor/a-56006333
60,https://www.dw.com/tr/alman-virolog-maskelerden-kurtulu%C5%9F-yok/a-54977055
61,https://www.bbc.com/turkce/haberler-dunya-57322514
62,https://www.bbc.com/turkce/haberler-dunya-57851118
63,https://www.bbc.com/turkce/haberler-turkiye-51576487
64,https://www.bbc.com/turkce/haberler-dunya-51614548
65,https://www.bbc.com/turkce/haberler-dunya-51629912
66,https://www.bbc.com/turkce/haberler-dunya-51177538
67,https://www.bbc.com/turkce/haberler-turkiye-51630131
68,https://www.bbc.com/turkce/haberler-dunya-51609706
69,https://www.bbc.com/turkce/haberler-dunya-51613987
70,https://www.bbc.com/turkce/topics/ck0r47pk362t
71,https://www.bbc.com/turkce/haberler-dunya-57907224
72,https://www.bbc.com/turkce/haberler-turkiye-57530274
73,https://www.bbc.com/turkce/haberler-dunya-56426078
74,https://www.bbc.com/turkce/haberler-dunya-57923560
75,https://www.bbc.com/turkce/haberler-dunya-57983768
76,https://tr.euronews.com/special/coronavirus
77,https://tr.euronews.com/2021/05/24/vuhan-laboratuvar-personeli-covid-19-salg-n-ndan-aylar-once-hastalan-p-tedaviye-basvurdu-r
78,https://tr.euronews.com/2021/06/08/wsj-abd-raporu-covid-19-un-vuhan-laboratuvar-ndan-s-zm-s-olabilecegi-sonucuna-vard
79,https://tr.euronews.com/2021/01/31/dso-heyeti-vuhan-daki-covid-19-un-yay-ld-g-g-da-pazar-n-ziyaret-etti
80,https://tr.euronews.com/2021/01/23/salg-n-n-c-k-s-noktas-vuhan-da-koronavirusu-unutturan-eglence
81,https://tr.euronews.com/2021/02/03/dso-heyeti-koronavirusun-s-zd-g-iddia-edilen-vuhan-viroloji-enstitusu-nu-ziyaret-etti
82,https://tr.euronews.com/2021/01/20/cin-den-covid-19-onlemi-4-bin-kisilik-karantina-kamp-kuruluyor
83,https://tr.euronews.com/tag/koronavirus
84,https://tr.euronews.com/tag/covid-19
85,https://tr.euronews.com/tag/dunyada-koronavirus
86,https://tr.euronews.com/hot-topic/covid-19
87,https://tr.euronews.com/tag/covid-19-as-s-
88,https://tr.wikipedia.org/wiki/COVID-19_pandemisi
89,https://www.wikidata.org/wiki/Q84263196?uselang=tr#P1995
90,https://tr.wikipedia.org/wiki/%C3%9Clke_ve_b%C3%B6lgelere_g%C3%B6re_COVID-19_pandemisi
91,https://tr.wikipedia.org/wiki/COVID-19_testi
92,https://tr.wikipedia.org/wiki/Dosya:COVID19CT2.webp
93,https://tr.wikipedia.org/wiki/Dosya:COVID19CT1.webp
94,https://tr.wikipedia.org/wiki/COVID-19_a%C5%9F%C4%B1s%C4%B1
95,https://tr.wikipedia.org/wiki/Gam-COVID-Vac
96,https://tr.wikipedia.org/wiki/Koronavir%C3%BCs_hastal%C4%B1%C4%9F%C4%B1_2019#Tan%C4%B1
97,https://tr.wikipedia.org/wiki/Koronavir%C3%BCs
98,"https://www.ntv.com.tr/galeri/teknoloji/bill-gatesten-corona-virus-adimi,ORufGfpccE2FLgie7387Cg"
99,https://www.aksam.com.tr/dunya/new-yorkun-en-buyuk-fuar-alani-kovid-19-hastanesi-oldu/haber-1056072
100,https://web.archive.org/web/20200324065446/https://www.aksam.com.tr/dunya/new-yorkun-en-buyuk-fuar-alani-kovid-19-hastanesi-oldu/haber-1056072
101,https://www.milliyet.com.tr/gundem/corona-virusu-asisi-bulundu-mu-uygulama-ne-zaman-baslayacak-korona-virusu-tedavisi-hangi-tarihte-yapilacak-iste-son-durum-6171405
102,https://web.archive.org/web/20200322164657/https://www.milliyet.com.tr/gundem/corona-virusu-asisi-bulundu-mu-hangi-tarihte-ne-zaman-uygulanacak-korona-virusu-tedavisi-nasil-yapiliyor-iste-son-durum-6171405
103,https://geomatic.org/koronavirus/
104,https://tr.wikipedia.org/wiki/Kategori:COVID-19_pandemisi
105,"https://www.ntv.com.tr/dunya/ab-komisyonu-covid-19-tedavisinde-kullanilabilecek-aday-ilac-icin-tedarik-anlasmasi-imzaladi,42_ev_D7G0iAdurGLzfggw"
106,"https://www.ntv.com.tr/ekonomi/nobetci-noterlik-uygulamasi-yeniden-basliyor,ooi9F2uY4E2PQQck8mwX7w"
107,"https://www.ntv.com.tr/ekonomi/pfizer-asidan-elde-edecegi-gelir-tahminini-33-5-milyar-dolara-yukseltti,1t-LO_iPyU6FR_rK-EwgFA"
108,"https://www.ntv.com.tr/dunya/israilde-5-11-yas-arasi-cocuklara-asi-uygulamasi-basliyor,GO5Wrrj_U0mFf-nUb2WVnQ"
109,"https://www.ntv.com.tr/dunya/abdde-federal-calisanlara-asi-zorunlulugu-gundemde-biden-yarin-aciklayabilir,waeWl4DvKUGJ0vCoZjRO1Q"
110,"https://www.ntv.com.tr/turkiye/yerli-asi-sinovactan-cok-daha-etkili,YL833yoi3UqIzBH6B9v5ZA"
111,"https://www.ntv.com.tr/turkiye/illere-gore-haftalik-vaka-haritasi-aciklandi-17-23-temmuz,aRgUN6g8qU6gB04R_V5HOw"
112,"https://www.ntv.com.tr/ekonomi/is-dunyasina-asi-odullendirme-cagrisi,M5aMzAavLEmb9f-a_u0FXg"
113,"https://www.ntv.com.tr/dunya/italyadan-covid-19-raporu-olenlerin-yuzde-99u-tam-asi-olmadi,jNH3bGHzTEyPq3w5sGjdxQ"
114,"https://www.ntv.com.tr/galeri/yasam/cristiano-ronaldonun-kiz-kardesi-covid-19-sonrasi-zaturreye-yakalandi,LRPe1_jLHUuat1NTD8To-w"
115,"https://www.ntv.com.tr/video/turkiye/esenyurtta-korona-halayi,nm8MlmbaQ0uZgt6XVs4TzQ"
116,"https://www.ntv.com.tr/turkiye/koronavirus-bilim-kurulu-bugun-toplanacak,HBtDshJkNEO01JZ5PM91Uw"
117,"https://www.ntv.com.tr/turkiye/karantinada-olmasi-gerekirken-polis-caddede-yakaladihes-kodu-ele-verdi,d-IyXnUrQkSeEyo4AD9V9w"
118,"https://www.ntv.com.tr/turkiye/vakalar-artti-2-koy-daha-karantinada,4MbEsnGTCUWOnBC_Hf2TFw"
119,"https://www.ntv.com.tr/dunya/abdde-maskeye-donus,hcCLGUbXEk6h7Ksglhb0Dw"
120,"https://www.ntv.com.tr/dunya/abdde-gunluk-covid-19-vaka-sayilarinin-200-binlere-cikabilecegi-uyarisi-yapildi,uKtdk5M100yeyrZJSysoRQ"
121,"https://www.ntv.com.tr/dunya/hollandada-hukumet-riskli-ulkelere-seyahat-kurallarini-degistirdi,wAfA1nVFZk-7AfjZ0_HdLw"
122,"https://www.ntv.com.tr/turkiye/27temmuz-2021-corona-virus-tablosu51-can-kaybi-19-bin-761-yeni-vaka,hD11jN4neEm8JHzEf7Givg"
123,"https://www.ntv.com.tr/dunya/abde-yetiskinlerin-yuzde-70i-en-az-bir-doz-asi-oldu,qBovrKR2x0qGViOJcLQUdw"
124,"https://www.ntv.com.tr/dunya/kktcde-kapali-otel-turizmi-10-agustostan-itibaren-yapilamayacak,i6cbAWHbE0KBp6ZbChsUHw"
125,"https://www.ntv.com.tr/dunya/arastirma-abdde-vaka-sayisi-yuzde-60-eksik-sayilmis-olabilir,_tbBgbdAw0Ckn9cF4UWO_Q"
126,"https://www.ntv.com.tr/galeri/dunya/basari-hikayesi-butan-yetiskin-nufusunun-yuzde-85inden-fazlasini-tam-olarak-asiladi,zpl4kDv4HE-TZHwAqJ1zxA"
127,"https://www.ntv.com.tr/turkiye/izmirde-is-yerine-asi-olmayan-giremezyazisi-asti,mKm1cEmsPEGrc6vUvQNbDQ"
128,"https://www.ntv.com.tr/dunya/elmas-saatler-gosterisli-daireler-altin-kulceler-asi-tesvikleri-giderek-buyuyor,xlfmw2o5IEiuf8nvW-CKAw"
129,"https://www.ntv.com.tr/ekonomi/kamp-malzemelerine-yogun-talep,w18wg_LVl0KyIYFylZrVQg"
130,"https://www.ntv.com.tr/turkiye/test-sonucu-pozitif-olan-yolcu-sehirlerarasi-otobuste-yakalandi,Ote28Yf0MUOejhuKaaC4pw"
131,https://www.sabah.com.tr/saglik/2021/06/26/hpv-virusune-karsi-en-buyuk-koz-asi-dogru-zamanda-yapilmasi-hayat-kurtarabilir
132,"https://www.ntv.com.tr/saglik/dsoden-wuhan-aciklamasi-covid-19un-kaynagi-tespit-edilemedi,mWjIXaqNxk22tKa-qPQS3w"
133,"https://www.ntv.com.tr/dunya/dso-heyeti-salginin-wuhandaki-gida-pazarindan-kaynaklandigina-dair-kanit-yok,aP4oeM9TkkGNCUgppitIVA"
134,https://www.sabah.com.tr/saglik/2021/06/11/turkiyede-maymun-cicegi-virusu-goruldu-mu-uzman-isimden-dikkat-ceken-uyari-bu-belirti-varsa
135,"https://www.ntv.com.tr/saglik/pfizer-biontech-asisinin-delta-varyantina-karsi-yeni-etkinlik-orani-aciklandi,8hNJlPqqpkmUhvov0cNwRg"
136,"https://www.ntv.com.tr/saglik/ucuncu-doz-biontech-kimler-icingerekli,KL2lrUI3OUOS_HZyUNDU-g"
137,https://www.sabah.com.tr/saglik/2021/05/21/dikkat-koronadan-daha-tehlikeli
138,"https://www.ntv.com.tr/dunya/ny-times-covid-19-yanlis-bilgilerinin-super-yayicisi-belli-oldu,-_cM45r08EOibgqx91UPog"
139,https://www.sabah.com.tr/saglik/2021/05/16/koronavirus-asisi-oncesi-ve-sonrasi-yapmazsanizvirusle-savasi-yari-yariya-azaltiyor
140,"https://www.ntv.com.tr/dunya/abd-hukumeti-asi-karsiti-yanlis-bilgileri-12-kisi-uretiyor,SK8Sca8Tm0C54jEKICe9hQ"
141,https://www.sabah.com.tr/saglik/2021/01/21/son-dakika-covid-19-icin-40-gun-uyarisi-asi-yaptiran-kisitlamalardan-muaf-olacak-mi
142,"https://www.ntv.com.tr/dunya/cinin-covid-19un-kokenini-arastiran-dso-heyetine-ilk-vakalarla-ilgili-ham-bilgileri-vermedigi-iddiasi,N18GzhKcFEWv2DHxzDQPOA"
143,https://www.sabah.com.tr/saglik/2021/05/06/koronavirus-tedavisi-sonrasi-kalca-agrisi-hissedenler-doktora-basvurmali
144,"https://www.ntv.com.tr/dunya/ingiltereden-iki-doz-asi-olanlar-icin-seyahat-karari,7ckX16Z2wEObOcQrJEnZhw"
145,https://www.sabah.com.tr/saglik/2021/04/22/abddeki-turk-uzman-uyardi-ingiltere-varyanti-ile-yarisacak-duzeyde-hizla-yayiliyor
146,https://www.sabah.com.tr/saglik/2021/04/18/virus-silah-degistirdi-yogun-bakimlarda-kirmizi-alarm-canlari-caliyor
147,"https://www.ntv.com.tr/turkiye/asisertifikasinedir-corona-virus-asisertifikasi-nasil-olusturulur,jgCyTUE4OEGgi_pAoLaebQ"
148,https://www.sabah.com.tr/galeri/saglik/mujdeyi-bakan-varank-vermisti-burundan-sprey-asi-mutant-viruslere-karsi-hizli-koruma-saglayacak
149,https://www.sabah.com.tr/saglik/2021/03/17/dr-ayca-kaya-mutlaka-tuketin-diyerek-acikladi-sars-salginini-yok-etmisti-koronavirusten-de-korudugu-ortaya-cikti
150,"https://www.ntv.com.tr/saglik/arastirma-iki-biontech-asisi-arasinda-8-haftalik-ara-ideal-koruma-sagliyor,JcPi6punZEqmaXaUBfEDHw"
151,https://www.sabah.com.tr/saglik/2021/03/13/son-dakika-bilim-kurulu-uyesinden-kritik-mutant-virus-aciklamasi-virus-yuku-dusuk-olan-insanlardan-bile
152,"https://www.ntv.com.tr/dunya/hindistanda-kara-mantar-salgini-9-bin-vaka,Ani0qvIhOky6-qG6RImKlg"
153,https://www.sabah.com.tr/galeri/yasam/son-dakika-samsunda-mutasyon-virus-kaynakli-vakalar-artti-uzmanlar-uyardi-cift-maske-takin
154,"https://www.ntv.com.tr/galeri/dunya/hindistani-covid-19un-ardindan-kara-mantar-vurdu-doktorlar-binlerce-kisinin-gozunu-cikardi,BMEXkeJnUUqV6Mz_a2GE-Q"
155,https://www.sabah.com.tr/yasam/2021/03/07/son-dakika-haberi-bilim-kurulu-uyesinden-corona-virus-uyarisi-su-anda-startta-bekliyor
156,https://www.sabah.com.tr/saglik/2021/02/16/turk-profesorden-son-dakika-3-dalga-aciklamasi-virus-bizimle-satranc-oynuyor
157,https://www.sabah.com.tr/saglik/2021/02/15/uzmanindan-kritik-uyari-geldi-insandan-insana-virus-bulastirirlar
158,https://www.sabah.com.tr/saglik/2021/02/09/son-dakika-bilim-kurulu-uyesi-serhat-unal-o-tarihe-dikkat-cekti-virusu-durdurma-sansimiz-var
159,https://www.sabah.com.tr/saglik/2021/02/01/son-dakika-prof-dr-hakan-oguzturk-acikladi-mutasyonlu-virus-nasil-tespit-ediliyor
160,https://www.sabah.com.tr/saglik/2021/01/30/son-dakika-bilim-kurulu-uyesi-prof-dr-mustafa-hasoksuz-acikladi-eger-bu-oran-yuksek-olursa
161,https://www.sabah.com.tr/saglik/2021/01/28/bilim-kurulu-uyesi-cevapladi-asi-mutasyonlu-viruste-etkili-olacak-mi
162,https://www.sabah.com.tr/saglik/2021/01/12/hamileler-dikkat-virus-bebege-bulasiyor-mu
163,https://www.sabah.com.tr/galeri/dunya/hindistan-alarm-veriyor-buyuk-covid-19-dalgasi-durdurulamiyor-sokaklar-yangin-yerine-dondu
164,https://www.sabah.com.tr/galeri/saglik/son-dakika-haberi-covid-19-asisi-nasil-bu-kadar-hizli-gelistirildi-herkes-bu-sorunun-yanitini-ariyor
165,https://www.sabah.com.tr/galeri/saglik/son-dakika-haberi-uzman-isim-acikladi-koronavirus-pozitif-olanlar-dikkat-bu-besinleri-sofranizdan-eksik-etmeyin
166,https://www.sabah.com.tr/video/dunya/bilim-insanlari-eriyen-buzullardan-yayilabilecek-yeni-olumcul-virusler-icin-uyarida-bulundu-video
167,https://www.sabah.com.tr/video/dunya/koronavirus-sinirlari-asan-bir-salgin-koronavirus-nasil-ortaya-cikti-koronavirus-nasil-yayildi-video
168,https://www.sabah.com.tr/video/haber/koronavirus-salgininda-son-durumolumcul-virus-hizla-yayiliyor-video
169,https://www.sabah.com.tr/video/yasam/sozde-korona-virusu-ilaci-satan-ve-kapkac-yapan-sahis-yakalandi-video
170,https://www.sabah.com.tr/video/turkiye/turkiyede-koronavirus-onlemleri-neler-iste-istanbul-havalimanindaki-koronavirus-saptayan-termal-kameralar-video
171,https://www.sabah.com.tr/sanliurfa/2021/07/28/siverekte-koronavirus-asisinin-onemi-anlatildi
172,https://www.sabah.com.tr/yasam/2021/07/28/sivil-toplum-orgutlerinden-asi-cagrisi
173,https://www.sabah.com.tr/gundem/2021/07/28/bakan-koca-dun-1-milyon-144-bin-837-doz-asi-uygulandi
174,https://www.sabah.com.tr/saglik/2021/07/28/yerli-asida-faz-2de-340-gonullu-asilaniyor
175,https://www.sabah.com.tr/gundem/2021/07/28/koronaviruste-son-dakika-bakan-koca-ve-bilim-kurulu-uyeleri-kovid-hastalarinin-ortak-ozelligini-acikladi
176,https://www.sabah.com.tr/magazin/2021/07/28/son-dakika-koronavirusu-agir-hasarla-atlatmistikaradenizli-sanatci-cimilli-ibo-yogun-bakima-kaldirildi
177,https://www.sabah.com.tr/gundem/2021/07/28/son-dakika-koronavirus-talebi-patlatti-sigortada-yeni-donem
178,https://www.sabah.com.tr/dunya/2021/07/27/fransada-son-24-saatte-26-bin-871-yeni-vaka-tespit-edildi
179,https://www.sabah.com.tr/gundem/2021/07/27/son-dakika-27-temmuz-koronavirus-verileri-aciklandi-iste-kovid-19-hasta-vaka-ve-vefat-sayilarinda-son-durum
180,https://www.sabah.com.tr/dunya/2021/07/27/italyada-son-24-saatte-4-bin-522-yeni-vaka-tespit-edildi
181,https://www.sabah.com.tr/gundem/2021/07/27/son-dakika-asilamada-flas-detay-daglar-kadar-fark-var
182,https://www.sabah.com.tr/gundem/2021/07/26/son-dakika-bakan-koca-duyurdu-adiyaman-ve-kahramanmaras-kirmizi-kategoriden-turuncu-kategoriye-gecti
183,https://www.sabah.com.tr/yasam/2021/07/27/kovid-olan-belediye-baskani-ne-olur-asinizi-olun
184,https://www.sabah.com.tr/gundem/2021/07/28/son-dakika-bilim-kurulu-toplantisinin-ardindan-bakan-kocadan-aciklamalar-aktif-vakalarimizin-yuzde-87si-asisi-tamamlanmamis-kisiler
185,https://www.sabah.com.tr/gundem/2021/07/27/saglik-calisanlarina-buyuk-ayip-ucretsiz-ulasim-ve-ispark-haklarina-imamoglu-vetosu
186,https://www.sabah.com.tr/dunya/2021/07/26/suudi-arabistandan-umre-aciklamasi-tarih-belli-oldu
187,https://www.sabah.com.tr/gundem/2021/07/27/onlem-alinmazsa-eylul-zor-gececek
188,https://www.sabah.com.tr/gundem/2021/07/26/son-dakika-26-temmuz-koronavirus-verileri-aciklandi-iste-kovid-19-hasta-vaka-ve-vefat-sayilari
189,https://www.sabah.com.tr/dunya/2021/07/26/italyada-son-24-saatte-3-bin-117-kovid-19-vakasi-kaydedildi
190,https://www.sabah.com.tr/dunya/2021/07/26/irakta-aylar-sonra-en-yuksek-gunluk-kovid-19-vaka-sayisi-kaydedildi
191,https://www.sabah.com.tr/yazarlar/gunaydin/halit-yerebakan/2021/07/28/hastaneye-kaldirilanlar-asi-olmayanlar
192,https://www.sabah.com.tr/saglik/2021/07/26/asi-randevusu-nasil-ve-nereden-alinir-26-temmuz-mhrs-ve-e-nabiz-ile-asi-randevusu-alma-ekrani
193,https://www.sabah.com.tr/gundem/2021/07/25/son-dakika-25-temmuz-koronavirus-verileri-aciklandi-iste-kovid-19-hasta-vaka-ve-vefat-sayilari
194,https://www.sabah.com.tr/gundem/2021/07/25/saglik-bakani-kocadan-asi-uyarisi-salgin-asisiz-yenilmez
195,https://www.sabah.com.tr/dunya/2021/07/25/ingilterede-son-24-saatte-29-bin-173-vaka
196,https://www.sabah.com.tr/dunya/2021/07/25/italyada-son-24-saatte-4-bin-743-yeni-vaka
197,https://www.sabah.com.tr/yasam/2021/07/24/son-dakika-24-temmuz-koronavirus-verileri-aciklandi-iste-kovid-19-hasta-vaka-ve-vefat-sayisinda-son-durum
198,https://www.sabah.com.tr/dunya/2021/07/24/wikipedianin-kurucusundan-flas-itiraf-kirli-propaganda-ifsa-oldu
199,https://www.sabah.com.tr/dunya/2021/07/24/avustralyada-halk-sokaga-dokuldu-hukumete-tepki-yagiyor
200,https://www.sabah.com.tr/dunya/2021/07/23/fransada-son-24-saatte-kovid-19-nedeniyle-29-kisi-hayatini-kaybetti
201,https://www.sabah.com.tr/dunya/2021/07/24/dunyadan-kovid-gelismeleri
202,https://www.sabah.com.tr/dunya/2021/07/23/macaristanda-saglik-calisanlarina-covid-19-asisi-zorunlu-oldu
203,https://www.sabah.com.tr/gundem/2021/07/23/son-dakika-23-temmuz-koronavirus-verileri-aciklandi-iste-kovid-19-hasta-vaka-ve-vefat-sayisinda-son-durum
204,https://www.sabah.com.tr/dunya/2021/07/23/italyada-son-24-saatte-5-bin-143-yeni-vaka-tespit-edildi
205,https://www.sabah.com.tr/yazarlar/gunaydin/aytug/2021/07/27/asisizlara-tecrit-sart
206,https://www.sabah.com.tr/dunya/2021/07/23/almanyada-delta-varyanti-alarmi-oran-yuzde-84e-cikti
207,https://www.sabah.com.tr/saglik/2021/07/23/son-dakika-asilamada-yeni-esik-asildi
208,https://www.sabah.com.tr/yazarlar/gunaydin/sb-mevlut_tezel/2021/07/26/17-milyon-insan-neyi-bekliyor
209,https://www.sabah.com.tr/kirikkale/2021/07/23/kirikkalede-covid-19-denetimi
210,https://www.sabah.com.tr/yasam/2021/07/23/diyarbakirda-inanilmaz-olay-koronavirus-hastasinin-yakinlari-ekiplere-saldirdi
211,https://www.sabah.com.tr/gundem/2021/07/22/muglada-vakalar-yuzde-100-artti
212,https://www.sabah.com.tr/dunya/2021/07/22/ingilterede-son-24-saatte-kovid-19-nedeniyle-73-kisi-hayatini-kaybetti
213,https://www.sabah.com.tr/dunya/2021/07/22/italyada-son-24-saatte-5-bin-57-vaka-tespit-edildi
214,https://www.sabah.com.tr/dunya/2021/07/22/fransada-son-24-saatte-21-bin-909-yeni-vaka
215,https://www.sabah.com.tr/dunya/2021/07/22/abdde-son-24-saatte-52-bin-985-kovid-19-vakasi-tespit-edildi
216,https://www.sabah.com.tr/saglik/2021/07/22/covid-19-asisi-olan-hastaliktan-korunuyor
217,https://www.sabah.com.tr/dunya/2021/07/22/ugandada-koronavirus-asisi-soku-yuzlerce-kisiye
218,https://www.sabah.com.tr/dunya/2021/07/22/avustralya-basbakani-scott-morrison-itiraf-etti-basaramadik
219,https://www.sabah.com.tr/yasam/2021/07/22/vali-erin-uyardi-sanliurfa-80-sirada
220,https://www.sabah.com.tr/dunya/2021/07/21/fransada-son-24-saatte-21-bin-vaka-tespit-edildi
221,https://www.sabah.com.tr/dunya/2021/07/21/italyada-son-24-saatte-4-bin-259-yeni-vaka-tespit-edildi
222,https://www.sabah.com.tr/dunya/2021/07/21/abdde-son-24-saatte-43-bin-268-yeni-vaka-tespit-edildi
223,https://www.sabah.com.tr/magazin/2021/06/22/son-dakika-alisanin-kardesi-selcuk-tektas-yogun-bakima-kaldirildi-koronaviruse-yakalanan-selcuk-tektasin-son-durumu-nasil
224,https://www.sabah.com.tr/magazin/2021/07/21/alisanin-kardesi-selcuk-tektas-hayatini-kaybetti
